Number,ID,OBJECTID,LINE_NO,GMT_DATE,GMT_TIME,LMT_DATE,LMT_TIME,ECEF_X,ECEF_Y,ECEF_Z,LATITUDE,LONGITUDE,HEIGHT,DOP,NAV,VALIDATED,SATS_USED,CH1_SATID,CH1_C_N,CH2_SATID,CH2_C_N,CH3_SATID,CH3_C_N,CH4_SATID,CH4_C_N,CH5_SATID,CH5_C_N,CH6_SATID,CH6_C_N,CH7_SATID,CH7_C_N,CH8_SATID,CH8_C_N,CH9_SATID,CH9_C_N,CH10_SATID,CH10_C_N,CH11_SATID,CH11_C_N,CH12_SATID,CH12_C_N,MAIN_VOL,BU_VOL,TEMP,CLK_OFFSET,REMARKS,Year,Month,Day,LandCover,Roads_Dist,Wetlands_D,Water_Dist,scale_Elev,scale_Slop,scale_RELa,PercentC,PercentN,PercentP,qtyC,qtyN,qtyP,CNratio,CPratio,NPratio,FID_Forest,OBJECTID_1,FORESTID,FORESTTYPE,STOCKING,SITECODE,SHAPE_Leng,SHAPE_Area,OBJECTID_2,SPCOMP,STRATUM,AGE_CODE,HGT_CODE,CDEN_CODE,RR_SUBTYPE,FORESTID_1,OID_,Device_ID,Altitude,Fix_Status,Temp__C_,Main__V_,Back__V_,...83,...84,...85,...86,itime,idate,datetime,EASTING,NORTHING
95,PPM002,3831,741,2013-06-10T00:00:00Z,06:00:54,2013-06-10T00:00:00Z,02:30:54,2200836,-3360247,4937819,51.0604955,-56.7767021,53.72,3.6,3D,Yes,6,2,41,4,44,5,35,7,38,10,44,13,32,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.62,12,0.004,,2013,6,10,1,1051.2,1418.23,111.427,-1.48330089307,-0.924452050531,-0.0131413628132,49.8005281369,2.60956280153,0.222058815188,-2.17668649272,-5.12882005413,-7.59611119877,22.4204351953,588.833773321,26.2686267204,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,06:00:54,2013-06-10,2013-06-10T06:00:54Z,515648.331471571,5656575.96921206
96,PPM002,3832,742,2013-06-10T00:00:00Z,08:00:56,2013-06-10T00:00:00Z,04:30:56,2200862,-3360219,4937841,51.0606839,-56.776173,65.07,2.2,3D,Yes,6,5,38,7,35,15,47,18,38,21,47,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.58,13,0.005,,2013,6,10,1,1051.2,1418.23,111.427,-1.48330089307,-0.589405610226,-1.54112276979,49.8005281369,2.60956280153,0.222058815188,-2.17668649272,-5.12882005413,-7.59611119877,22.4204351953,588.833773321,26.2686267204,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,08:00:56,2013-06-10,2013-06-10T08:00:56Z,515685.34618655,5656597.03271993
100,PPM002,3837,749,2013-06-10T00:00:00Z,22:02:41,2013-06-10T00:00:00Z,18:32:41,2200944,-3360123,4937899,51.0612589,-56.7744443,87.95,4.8,3D,Yes,5,1,44,3,29,7,41,11,38,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.58,14,0.005,,2013,6,10,1,1171.3,1339.44,157.581,-1.43528926491,1.11975335719,-1.74007038846,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,22:02:41,2013-06-10,2013-06-10T22:02:41Z,515806.294082208,5656661.3449824
101,PPM002,3838,751,2013-06-11T00:00:00Z,02:01:19,2013-06-10T00:00:00Z,22:31:19,2201000,-3360218,4937806,51.0599634,-56.7745186,84.84,1.8,3D,Yes,7,1,29,2,29,4,44,10,41,17,41,20,35,28,38,0,0,0,0,0,0,0,0,0,0,3.32,3.62,14,0.005,,2013,6,11,1,996.63,1497.02,78.7905,-1.48330089307,-0.701080256587,-1.54112276979,49.8716453498,2.59455754558,0.222900535747,-2.79887591152,-5.75709994485,-8.2192896864,22.5416995754,591.880196042,26.1801336251,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,02:01:19,2013-06-11,2013-06-11T02:01:19Z,515801.528344293,5656517.26327833
102,PPM002,3840,753,2013-06-11T00:00:00Z,06:00:54,2013-06-11T00:00:00Z,02:30:54,2200938,-3360120,4937880,51.0611921,-56.7744924,69.52,2.4,3D,Yes,7,2,41,4,32,5,44,7,41,10,41,26,35,29,47,0,0,0,0,0,0,0,0,0,0,3.32,3.58,13,0.002,,2013,6,11,1,1171.3,1339.44,157.581,-1.48330089307,0.308183364615,-1.60035402819,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,06:00:54,2013-06-11,2013-06-11T06:00:54Z,515802.946117802,5656653.90618365
103,PPM002,3841,755,2013-06-11T00:00:00Z,10:01:51,2013-06-11T00:00:00Z,06:31:51,2200990,-3360114,4937865,51.0609433,-56.7738251,72.61,3,3D,Yes,6,15,35,18,32,22,32,24,47,26,35,28,32,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,13,0.001,,2013,6,11,1,1171.3,1339.44,157.581,-1.43528926491,1.11975335719,-1.74007038846,50.2174397874,2.57902772782,0.219629862474,-2.52003253868,-5.48637365376,-7.95701217999,22.6376503424,598.98456244,26.3073322743,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,10:01:51,2013-06-11,2013-06-11T10:01:51Z,515849.793549514,5656626.38180804
106,PPM002,3845,759,2013-06-11T00:00:00Z,18:02:52,2013-06-11T00:00:00Z,14:32:52,2200919,-3359897,4938036,51.0634504,-56.7729761,67.09,2.4,3D,Yes,6,6,38,13,47,16,35,23,44,29,29,31,35,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.56,19,0.993,,2013,6,11,1,1420.42,1105.88,393.952,-1.17122531,-0.0243799144988,-1.62236822382,49.6916869183,2.88670609291,0.25654677357,-2.75175682396,-5.6127042037,-8.04390326813,20.64416471,526.977527297,25.4702271879,9935,1258427,1041797,1,ST,P,2508.86944838,67409.76915,476716,bFbS,bF32,6,3,2,1,1041797,,,,,,,,,,,,18:02:52,2013-06-11,2013-06-11T18:02:52Z,515908.430093354,5656905.36634663
108,PPM002,3847,761,2013-06-11T00:00:00Z,22:00:42,2013-06-11T00:00:00Z,18:30:42,2200988,-3359935,4937991,51.0627096,-56.7724498,75.82,4.6,3D,Yes,5,1,44,7,47,8,44,11,44,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.58,16,0.999,,2013,6,11,1,1346.37,1184.48,315.162,-1.29125438041,0.259294244933,-1.63382901002,50.1831012099,2.27882271037,0.201708974799,-3.00810635833,-6.07405229367,-8.50240686543,24.6360710236,625.704981368,25.4536748993,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,22:00:42,2013-06-11,2013-06-11T22:00:42Z,515945.564390148,5656823.09962771
110,PPM002,3849,763,2013-06-12T00:00:00Z,02:00:54,2013-06-11T00:00:00Z,22:30:54,2200959,-3360012,4937953,51.0621557,-56.7733977,76.76,2,3D,Yes,5,2,38,4,47,10,38,12,41,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.6,11,0.003,,2013,6,12,1,1320.77,1181.86,315.162,-1.33926600858,0.95583385385,-1.40456073998,50.0086520986,2.61338259395,0.227277162799,-2.71052490047,-5.66348868277,-8.11738084515,22.4098528212,585.040892466,25.9569404426,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,02:00:54,2013-06-12,2013-06-12T02:00:54Z,515879.329925398,5656761.29852569
111,PPM002,3850,764,2013-06-12T00:00:00Z,04:02:38,2013-06-12T00:00:00Z,00:32:38,2200924,-3360056,4937921,51.0618517,-56.7741593,62.95,4.4,3D,Yes,6,2,44,4,38,5,38,10,38,12,35,17,29,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,11,0.004,,2013,6,12,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1887921076,2.60147862453,0.221061777879,-1.87986124807,-4.83791309658,-7.30833341546,22.4640823048,592.217724698,26.2635439867,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,04:02:38,2013-06-12,2013-06-12T04:02:38Z,515826.063927455,5656727.32836673
112,PPM002,3851,765,2013-06-12T00:00:00Z,06:00:57,2013-06-12T00:00:00Z,02:30:57,2200954,-3360036,4937937,51.0619441,-56.773645,75.21,2.4,3D,Yes,6,2,44,5,47,8,38,9,38,26,44,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.6,11,0.005,,2013,6,12,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1887921076,2.60147862453,0.221061777879,-1.87986124807,-4.83791309658,-7.30833341546,22.4640823048,592.217724698,26.2635439867,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,06:00:57,2013-06-12,2013-06-12T06:00:57Z,515862.072516051,5656737.71431127
113,PPM002,3852,766,2013-06-12T00:00:00Z,08:01:16,2013-06-12T00:00:00Z,04:31:16,2201007,-3360067,4937858,51.0611135,-56.7732549,48.31,3.4,3D,Yes,5,5,35,8,41,9,44,26,38,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,8,0.007,,2013,6,12,1,1200.1,1341.75,157.581,-1.39928054378,1.53041736388,-1.91706784116,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,08:01:16,2013-06-12,2013-06-12T08:01:16Z,515889.693491021,5656645.43170263
114,PPM002,3853,768,2013-06-12T00:00:00Z,12:00:49,2013-06-12T00:00:00Z,08:30:49,2201014,-3360011,4937933,51.0618379,-56.7727336,79.62,3.6,3D,Yes,6,12,44,14,47,15,38,18,41,22,41,25,47,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.6,18,0.993,,2013,6,12,1,1272.9,1263.11,236.371,-1.29125438041,0.646054342514,-1.72931949626,50.1012130231,2.61604424129,0.226642935458,-2.62300630295,-5.57588059973,-8.03359038234,22.3903126943,586.626258459,26.0240975532,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,12:00:49,2013-06-12,2013-06-12T12:00:49Z,515925.976228446,5656726.10101826
115,PPM002,3854,769,2013-06-12T00:00:00Z,14:00:42,2013-06-12T00:00:00Z,10:30:42,2201030,-3360062,4937870,51.0611224,-56.7729413,62.94,1.8,3D,Yes,5,12,44,14,41,22,32,25,38,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.6,23,0,,2013,6,12,1,1200.1,1341.75,157.581,-1.39928054378,1.53041736388,-1.91706784116,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,14:00:42,2013-06-12,2013-06-12T14:00:42Z,515911.666670093,5656646.48911874
116,PPM002,3855,770,2013-06-12T00:00:00Z,16:01:01,2013-06-12T00:00:00Z,12:31:01,2201030,-3360059,4937865,51.0611117,-56.7729179,57.47,2.8,3D,Yes,4,14,32,23,44,29,32,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.6,22,0.003,,2013,6,12,1,1200.1,1341.75,157.581,-1.39928054378,1.53041736388,-1.91706784116,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,16:01:01,2013-06-12,2013-06-12T16:01:01Z,515913.31014589,5656645.30428263
117,PPM002,3856,771,2013-06-12T00:00:00Z,18:00:53,2013-06-12T00:00:00Z,14:30:53,2201042,-3360084,4937874,51.0609704,-56.7729701,81.75,2.2,3D,Yes,6,6,41,13,35,16,38,19,35,21,38,23,32,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.62,29,0.998,,2013,6,12,1,1200.1,1341.75,157.581,-1.39928054378,1.53041736388,-1.91706784116,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,18:00:53,2013-06-12,2013-06-12T18:00:53Z,515909.700541559,5656629.57977403
118,PPM002,3857,772,2013-06-12T00:00:00Z,20:01:17,2013-06-12T00:00:00Z,16:31:17,2201007,-3360092,4937860,51.0609786,-56.7734503,63.01,3.2,3D,Yes,5,6,41,7,38,13,38,16,38,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.6,25,0.992,,2013,6,12,1,1171.3,1339.44,157.581,-1.43528926491,1.11975335719,-1.74007038846,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,20:01:17,2013-06-12,2013-06-12T20:01:17Z,515876.046531319,5656630.3880482
119,PPM002,3858,773,2013-06-12T00:00:00Z,22:00:53,2013-06-12T00:00:00Z,18:30:53,2201006,-3360135,4937828,51.0605501,-56.7737983,60.38,2.8,3D,Yes,8,1,41,3,35,7,32,8,44,9,44,19,44,22,41,28,47,0,0,0,0,0,0,0,0,3.36,3.6,21,0.996,,2013,6,12,1,1097.42,1418.23,78.7905,-1.48330089307,-0.270959788654,-1.76898708526,50.2174397874,2.57902772782,0.219629862474,-2.52003253868,-5.48637365376,-7.95701217999,22.6376503424,598.98456244,26.3073322743,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,22:00:53,2013-06-12,2013-06-12T22:00:53Z,515851.805899693,5656582.66186366
128,PPM002,3868,784,2013-06-13T00:00:00Z,20:02:11,2013-06-13T00:00:00Z,16:32:11,2201019,-3360105,4937823,51.0606475,-56.7734087,45.2,4.8,3D,Yes,5,3,38,6,35,7,41,16,41,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.6,22,0.993,,2013,6,13,1,1097.42,1418.23,78.7905,-1.43528926491,1.11975335719,-1.74007038846,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,20:02:11,2013-06-13,2013-06-13T20:02:11Z,515879.075015097,5656593.57711894
129,PPM002,3869,786,2013-06-14T00:00:00Z,00:00:47,2013-06-13T00:00:00Z,20:30:47,2200993,-3360089,4937871,51.0611119,-56.7735939,65.17,2.8,3D,Yes,5,1,44,9,41,11,35,17,47,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.62,14,0.993,,2013,6,14,1,1171.3,1339.44,157.581,-1.43528926491,1.11975335719,-1.74007038846,50.3133321617,2.59655859519,0.220884764729,-2.42156679243,-5.38285887069,-7.85579185937,22.5182055232,597.477085681,26.3340849446,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,00:00:47,2013-06-14,2013-06-14T00:00:47Z,515865.937845454,5656645.18070369
130,PPM002,3870,787,2013-06-14T00:00:00Z,02:02:32,2013-06-13T00:00:00Z,22:32:32,2200894,-3360105,4937905,51.0615896,-56.7749002,65.93,2,3D,Yes,6,2,32,4,35,12,35,17,38,23,29,28,29,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.6,9,0.002,,2013,6,14,1,1223.16,1260.65,236.371,-1.41128345082,0.838550137346,-1.33091184769,50.1618658501,2.58132805935,0.218199277448,-1.90774121083,-4.87234094727,-7.34578221598,22.6003483747,596.844660281,26.3446452066,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,02:02:32,2013-06-14,2013-06-14T02:02:32Z,515774.23357647,5656698.02267333
131,PPM002,3871,788,2013-06-14T00:00:00Z,04:01:49,2013-06-14T00:00:00Z,00:31:49,2200906,-3360125,4937876,51.0612629,-56.7749133,58.02,3.4,3D,Yes,5,2,41,4,41,5,38,10,38,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.6,8,0.002,,2013,6,14,1,1147.21,1339.44,176.181,-1.48330089307,0.308183364615,-1.60035402819,50.1618658501,2.58132805935,0.218199277448,-1.90774121083,-4.87234094727,-7.34578221598,22.6003483747,596.844660281,26.3446452066,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,04:01:49,2013-06-14,2013-06-14T04:01:49Z,515773.426588599,5656661.68926851
132,PPM002,3872,789,2013-06-14T00:00:00Z,06:00:53,2013-06-14T00:00:00Z,02:30:53,2200971,-3360086,4937901,51.0613832,-56.7738329,79.35,5,3D,Yes,6,2,47,4,35,5,44,9,41,10,35,26,44,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,8,0.999,,2013,6,14,1,1171.3,1339.44,157.581,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,06:00:53,2013-06-14,2013-06-14T06:00:53Z,515849.096746888,5656675.29910678
133,PPM002,3873,790,2013-06-14T00:00:00Z,08:00:54,2013-06-14T00:00:00Z,04:30:54,2200986,-3360061,4937885,51.0613816,-56.7734585,58.93,4.6,3D,Yes,5,5,47,9,38,15,32,21,38,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.58,7,0.005,,2013,6,14,1,1171.3,1339.44,157.581,-1.33926600858,0.977923061505,-1.48362448792,50.1012130231,2.61604424129,0.226642935458,-2.62300630295,-5.57588059973,-8.03359038234,22.3903126943,586.626258459,26.0240975532,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,08:00:54,2013-06-14,2013-06-14T08:00:54Z,515875.334069318,5656675.20180193
134,PPM002,3874,791,2013-06-14T00:00:00Z,10:01:17,2013-06-14T00:00:00Z,06:31:17,2200991,-3360057,4937854,51.0612107,-56.7733676,34.43,4.4,3D,Yes,5,15,38,18,35,21,35,22,44,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.6,8,0.996,,2013,6,14,1,1200.1,1341.75,157.581,-1.43528926491,1.11975335719,-1.74007038846,50.1012130231,2.61604424129,0.226642935458,-2.62300630295,-5.57588059973,-8.03359038234,22.3903126943,586.626258459,26.0240975532,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,10:01:17,2013-06-14,2013-06-14T10:01:17Z,515881.762527483,5656656.21650134
135,PPM002,3876,793,2013-06-14T00:00:00Z,14:01:11,2013-06-14T00:00:00Z,10:31:11,2200957,-3360041,4937893,51.0616548,-56.7736482,44.65,2,3D,Yes,5,12,47,14,41,22,29,25,44,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.58,16,0.005,,2013,6,14,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,14:01:11,2013-06-14,2013-06-14T14:01:11Z,515861.947131992,5656705.54207966
136,PPM002,3877,795,2013-06-14T00:00:00Z,18:00:43,2013-06-14T00:00:00Z,14:30:43,2200963,-3360028,4937921,51.061866,-56.773475,61.66,3.6,3D,Yes,5,6,44,13,38,21,35,23,29,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.58,19,0.998,,2013,6,14,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.0086520986,2.61338259395,0.227277162799,-2.71052490047,-5.66348868277,-8.11738084515,22.4098528212,585.040892466,25.9569404426,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,18:00:43,2013-06-14,2013-06-14T18:00:43Z,515874.012146436,5656729.06583918
137,PPM002,3878,797,2013-06-14T00:00:00Z,22:01:15,2013-06-14T00:00:00Z,18:31:15,2200982,-3360034,4937945,51.0618937,-56.7732952,90.02,4.2,3D,Yes,5,1,41,3,32,8,47,19,35,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.58,15,0.007,,2013,6,14,1,1272.9,1263.11,236.371,-1.29125438041,0.646054342514,-1.72931949626,50.0086520986,2.61338259395,0.227277162799,-2.71052490047,-5.66348868277,-8.11738084515,22.4098528212,585.040892466,25.9569404426,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,22:01:15,2013-06-14,2013-06-14T22:01:15Z,515886.602353831,5656732.1849739
138,PPM002,3880,799,2013-06-15T00:00:00Z,02:00:54,2013-06-14T00:00:00Z,22:30:54,2201099,-3359609,4938156,51.065123,-56.768577,71.02,2,3D,Yes,6,2,41,4,47,12,44,17,38,20,41,28,29,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.6,12,0.006,,2013,6,15,6,1697.2,952.029,673.186,-1.21923693817,-0.444119603458,1.13241501516,49.4652044777,2.57775375338,0.242747613666,-1.48694365829,-4.44657443198,-6.81964369076,22.6502081683,544.642516948,24.1700104975,6878,1235256,1041637,1,ST,M,1686.30643408,53276.52245,472376,bFbS,bF42,5,4,2,1,1041637,,,,,,,,,,,,02:00:54,2013-06-15,2013-06-15T02:00:54Z,516216.107068241,5657092.32681449
139,PPM002,3881,800,2013-06-15T00:00:00Z,04:01:27,2013-06-15T00:00:00Z,00:31:27,2201102,-3359551,4938192,51.0656541,-56.7680877,69.57,5.2,2D,No,3,2,38,4,38,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.6,10,0.006,,2013,6,15,6,1770.6,880.905,747.472,-1.21923693817,-0.47426880537,1.19846943363,49.4599897862,2.5720075652,0.242355856394,-1.49912302755,-4.46062459483,-6.83303287187,22.6886267734,545.219915621,24.1579765507,6878,1235256,1041637,1,ST,M,1686.30643408,53276.52245,472376,bFbS,bF42,5,4,2,1,1041637,,,,,,,,,,,,04:01:27,2013-06-15,2013-06-15T04:01:27Z,516250.20695442,5657151.4955397
145,PPM002,3889,809,2013-06-15T00:00:00Z,22:00:47,2013-06-15T00:00:00Z,18:30:47,2200961,-3360034,4937924,51.0618556,-56.7735458,66.46,3.2,3D,Yes,6,3,35,8,44,9,47,11,41,19,44,28,44,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.56,15,0.992,,2013,6,15,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.0086520986,2.61338259395,0.227277162799,-2.71052490047,-5.66348868277,-8.11738084515,22.4098528212,585.040892466,25.9569404426,12073,1270803,1046960,1,ST,M,1264.90723444,37992.66805,466875,bFbS,bF43,7,4,3,1,1046960,,,,,,,,,,,,22:00:47,2013-06-15,2013-06-15T22:00:47Z,515869.054312065,5656727.89405443
146,PPM002,3890,810,2013-06-16T00:00:00Z,00:02:35,2013-06-15T00:00:00Z,20:32:35,2200931,-3360075,4937904,51.0616177,-56.7742242,62.12,2.8,3D,Yes,4,9,32,17,38,20,41,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.62,12,0.002,,2013,6,16,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,00:02:35,2013-06-16,2013-06-16T00:02:35Z,515821.595743892,5656701.29250682
147,PPM002,3891,811,2013-06-16T00:00:00Z,02:00:57,2013-06-15T00:00:00Z,22:30:57,2200958,-3360059,4937917,51.0616813,-56.773777,73.12,2.4,3D,Yes,7,1,32,4,41,10,41,13,38,17,47,20,41,23,44,0,0,0,0,0,0,0,0,0,0,3.32,3.62,13,0.005,,2013,6,16,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,02:00:57,2013-06-16,2013-06-16T02:00:57Z,515852.912235254,5656708.46127887
149,PPM002,3894,815,2013-06-16T00:00:00Z,10:01:32,2013-06-16T00:00:00Z,06:31:32,2200949,-3360048,4937913,51.0617575,-56.7737984,61.13,2.4,3D,Yes,5,15,38,21,44,22,38,24,47,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.6,12,0.002,,2013,6,16,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,10:01:32,2013-06-16,2013-06-16T10:01:32Z,515851.386578501,5656716.93047758
150,PPM002,3895,816,2013-06-16T00:00:00Z,12:00:41,2013-06-16T00:00:00Z,08:30:41,2200948,-3360054,4937910,51.0617093,-56.7738572,61.6,4.2,3D,Yes,5,12,41,15,35,18,50,22,47,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.58,15,0.995,,2013,6,16,1,1245.79,1260.65,236.371,-1.33926600858,0.977923061505,-1.48362448792,50.1915658329,2.60858678125,0.221579661264,-1.86813480813,-4.82384074921,-7.29493548732,22.4166288334,591.427895365,26.2759183166,5942,1229967,1032256,1,ST,M,2404.54219836,74746.134,494635,bF,bF42,4,4,2,1,1032256,,,,,,,,,,,,12:00:41,2013-06-16,2013-06-16T12:00:41Z,515847.28254814,5656711.55775559
